S.No,Job Title,Company Name,Company URL,Salary,Location,Experience,Description,Tags
1185,"Specialist, Software Development Engineering",Fiserv,https://www.naukri.com/fiserv-jobs-careers-27654,Not disclosed,Chennai,6-8 Yrs,"Very good Hands-on in Cobol, JCL, VSAM, Db2, Mainframe Utilities, . Strong ability to g...","VSAM, Interpersonal skills, JCL, Db2, Diversity and Inclusion, Cobol, Debugging, Test scenarios"
1186,Backend Java Developer,Standard Chartered Life And Careers,https://www.naukri.com/standard-chartered-life-and-careers-jobs-careers-124651392,Not disclosed,Chennai,5-20 Yrs,"Therefore, a commitment to collaborative problem solving, sophisticated design, and the...","Maven, Backend, RDBMS, Banking, Javascript, Agile, AWS, SQL"
1187,Automation Testing Engineer,Hitachi Energy,https://www.naukri.com/hitachi-energy-jobs-careers-5456398,Not disclosed,Chennai,3-6 Yrs,The person should be an experienced ATS Engineer who is aware of the Metro Signalling s...,"Administration, Automation, Automation testing, Lab testing, Formulation, Functional testing, Manager Technology, Genetics"
1188,AWS Databricks,Changeleaders Consulting,https://www.naukri.com/changeleaders-consulting-jobs-careers-4856902,19-34 Lacs PA,"Hybrid - Hyderabad, Pune, Bangalore Rural, Chennai, Mumbai (All Areas)",6-11 Yrs,Primarily looking for a Data Engineer with expertise in processing data pipelines using...,"aws databricks, pyspark, Java, python, Snowflake, apache spark, SCALA, Databricks"
1189,Apple Device Management,Response Informatics,https://www.naukri.com/response-informatics-jobs-careers-4105460,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-10 Yrs,Relevant certifications MCSE AWS Certified SysOps Administrator etc . Experience with c...,"VMware, Networking, Configuration management, Cloud, Database administration, Windows, Virtualization, Information technology"
1190,Senior Software Engineer II,Bottomline Media,https://www.naukri.com/bottomline-media-jobs-careers-3869032,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,". You should possess excellent communication skills (written and verbal, formal and inf...","Supply chain, Unix, Automation, Linux, Production support, Javascript, Cash management, Oracle"
1191,SENIOR ENGINEER,Sasken Technologies,https://www.naukri.com/sasken-technologies-jobs-careers-20343,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Engineering graduate, MCA, etc Experience: 2-5 years Person at this position has gained...","GIT, Coding, Power management, Linux kernel, Embedded Linux, X86, Design development, Device drivers"
1192,LEAD ENGINEER,Sasken Technologies,https://www.naukri.com/sasken-technologies-jobs-careers-20343,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-11 Yrs,Sasken Communication Technologies Ltd is looking for LEAD ENGINEER to join our dynamic ...,"Decision Making, , Time Management, Client Relationship Management, Problem Solving, Process Improvement, Performance Management, Budgeting"
1193,Angular Developer,Hallmark Systems,https://www.naukri.com/hallmark-systems-jobs-careers-6907639,Not disclosed,"Pune, Chennai, Bengaluru, Mumbai (All Areas)",5-8 Yrs,Urgent opening with Leading IT Company We are looking for Angular developer. Experience...,"Angular, Javascript, HTML, Angular Development, Development"
1194,Azure Devops Engineer,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",6-9 Yrs,"Preferred Qualifications: . Azure certifications (e.g., Azure DevOps Engineer Expert, A...","Azure Devops, Azure Kubernetes Service, Terraform, Microsoft Azure, Devops, Azure Kubernetes, Kubernetes"
1195,Share point/Power apps Developers,BriskWin IT (BWIT),https://www.naukri.com/briskwin-it-bwit-jobs-careers-4202662,Not disclosed,"Hybrid - Pune, Chennai, Mumbai (All Areas)",5-10 Yrs,Multiple opening for Power apps share point developer position Location : Chennai/Banga...,"Nintex, Spfx, AI, Power Automate, Sharepoint, Application, Power Apps Development, Artificial Intelligence"
1196,Faculty,The Times Education,https://www.naukri.com/the-times-education-jobs-careers-4993950,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,with a good academic record from reputed institutions having MTech and PhD,"mathematics, professor activities, content editing, tutoring, teaching, mentoring, training, research"
1197,Manual Testing,Idea Elan,https://www.naukri.com/idea-elan-jobs-careers-2941848,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-1 Yrs,Should have knowledge in manual automation testing. Should be able to write and execute...,"Analytical skills, Test case execution, Automation testing, Manual testing, Web testing, Agile, Device testing, Manual"
1198,Use Case Engineer (Devops),Unityonecloud,https://www.naukri.com/unityonecloud-jobs-careers-123913001,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,We have built a multi-cloud and data center management platform that enables busine...,"Product management, VMware, Automation, Networking, Powershell, Javascript, Operations, Monitoring"
1199,Apprentice Analyst - Web Devlopement,eClerx,https://www.naukri.com/eclerx-jobs-careers-7679,Not disclosed,"Mumbai, Navi Mumbai, Pune",0-1 Yrs,". You have completed a Bachelors degree in Computer Science, IT or a web development co...","HTML, Java script, CSS, Node.Js, Jquery, React.Js, Javascript, Cs"
1200,Backend/Frontend/Fullstack/Cloud & Devops Engineer,Indium Software,https://www.naukri.com/indium-jobs-careers-53408,Not disclosed,"Hyderabad, Pune, Chennai, Bengaluru",2-10 Yrs,". Strong in . backend frameworks . (Spring Boot, Express.js, Django) . Proficient in . ...","Backend, Front end, devops, MySQL, Cloud, Javascript, AWS, Monitoring"
1201,Linux Support,Naukri E-hire Campaign,https://www.naukri.com/naukri-e-hire-campaign-jobs-careers-124169286,Not disclosed,"Pune, Chennai, Bengaluru",3-5 Yrs,Experience: 3+ Years,"Configuration, linux, Troubleshooting, support, Linux Support, Linux Troubleshooting, Linux Administration, Linux Server"
1202,Java Full Stack Developer,E Solutions It Services,https://www.naukri.com/e-solutions-it-services-jobs-careers-4411206,25-30 Lacs PA,"Pune, Chennai, Bengaluru",4-9 Yrs,Desirable to have experience on Spring Boot Batch / Integration/ GraphQLLocation : Bang...,"Java8, Multithreading, Design Patterns, OOPS, Data Structures, Spring Boot, React.Js, Microservices"
1203,Java Developer,IonIdea,https://www.naukri.com/ionidea-jobs-careers-24533,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",5-8 Yrs,Optimize applications for maximum speed and scalabilitySenior Developer: 4 to 7 years e...,"Core Java, Spring Boot, API, J2Ee, Microservices, Hibernate, Rest, ORM"
1204,Guidewire Integration Gateway Developer,Zensar,https://www.naukri.com/zensar-jobs-careers-1405,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",4-9 Yrs,Looking for resources with GW Integration development experience.,"Integration, Gateway, Guidewire Integration Gateway Developer, Guidewire, Apache Camel, guidewire cloud integration, Gateways, Cloud Integration"
1205,Python Automation Engineer,MSys Technologies,https://www.naukri.com/msys-technologies-jobs-careers-620175,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",5-9 Yrs,Female Candidates . Preferred candidate profile Experience with testing frameworks like...,"Linux, Pytest, storage, Python QA, Python, server, Serv, Quality assurance"
1206,ASIC Design Verification Engineer,ACL Digital,https://www.naukri.com/acl-digital-jobs-careers-3212,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",5-10 Yrs,"The candidate should have a strong command of SystemVerilog (SV) and UVM, including wri...","SOC Verification, UVM, System Verilog, Ip Verification, Sub-System, Ddr, USB, OVM"
1207,Java Full Stack Developer - React / Angular / Vue / jQuery,Suzva Software Technologies,https://www.naukri.com/suzva-technologies-jobs-careers-124662888,Not disclosed,"Pune, Chennai, Delhi / NCR",10-15 Yrs,Notice Period Only Immediate Joiners or Max 15 Days12 years of experience in Java Full ...,"Java, Vue, Jquery, SpringBoot, React, Angular, Microservices, GCP"
1208,Java Full Stack Developer - React / Angular / Vue / jQuery,Suzva Software Technologies,https://www.naukri.com/suzva-technologies-jobs-careers-124662888,Not disclosed,"Pune, Chennai, Delhi / NCR",10-14 Yrs,Notice Period Only Immediate Joiners or Max 15 Days12 years of experience in Java Full ...,"Java, GCP, RDBMS, Java Full Stack Developer, CI/CD, Jquery, SpringBoot, React"
1209,LoanIQ Test Manager,Barclays,https://www.naukri.com/barclays-jobs-careers-212359,Not disclosed,"Pune, Chennai",9-16 Yrs,Experience with API testing and integration testing with a familiarity in Java-based ap...,"automation framework, Front office, Test scripts, TDD, Integration testing, Test execution, Vice President, Unit testing"
1210,Senior Security Analyst,Barclays,https://www.naukri.com/barclays-jobs-careers-212359,Not disclosed,"Pune, Chennai",11-12 Yrs,"Experience leading an end-to-end security requirement, from design to deployment. Abili...","IT risk, Analytical, Resource allocation, Vice President, Manager Technology, Senior Security Analyst, Management, Subject Matter Expert"
1211,Java Backend Lead,Suzva Software Technologies,https://www.naukri.com/suzva-technologies-jobs-careers-124662888,Not disclosed,"Pune, Chennai, Delhi / NCR",8-10 Yrs,Notice Period Immediate or Max 15 Days Only8+ years of total IT experience4+ years expe...,"Java, RestAPI, PostgreSQL, Kafka, CICD, MongoDB, CloudDeployment, SpringBoot"
1212,Java Backend Lead,Suzva Software Technologies,https://www.naukri.com/suzva-technologies-jobs-careers-124662888,Not disclosed,"Pune, Chennai, Delhi / NCR",8-12 Yrs,8+ years of total IT experience 4+ years experience in a TeamLead role Good understandi...,"Java, CI/CD, Spring Boot, MongoDB, Rest API, Microservices, Cd, Continuous Integration"
1213,Java Backend Lead - Java / Spring Boot  / Microservices,Suzva Software Technologies,https://www.naukri.com/suzva-technologies-jobs-careers-124662888,Not disclosed,"Pune, Chennai, Delhi / NCR",8-12 Yrs,8+ years of total IT experience 4+ years experience in a Team Lead role Good understand...,"Java, Core Java, CI/CD, Kafka, Spring Boot, RESTful API development, Microservices, Rest"
1214,Data Automation QA,Saama Technologies,https://www.naukri.com/saama-technologies-jobs-careers-42487,Not disclosed,"Pune, Chennai, Coimbatore",5-10 Yrs,"As a QA Automation Engineer in our Enterprise Data department, you will beresponsible ...","Snowflake, Selenium Automation, Data Warehousing, SQL, Automation Testing, Data, Automation, Warehouse"
1215,Java Fullstack React/Angular-Immd-Chennai/Pune-CitiBank,Altimetrik,https://www.naukri.com/altimetrik-jobs-careers-899040,Not disclosed,"Hybrid - Pune, Chennai",5-9 Yrs,Job descriptionLooking for Java Fullstack DeveloperInterested ones share CV and below ...,"Java, Spring Boot, React.Js, Microservices, java8, rest api, Boot, Spring"
1216,.NET with Angular- Immd- Pune/Chennai- Citi Bank,Altimetrik,https://www.naukri.com/altimetrik-jobs-careers-899040,Not disclosed,"Hybrid - Pune, Chennai",5-9 Yrs,Job descriptionLooking for .Net with Angular DeveloperInterested ones share CV and bel...,"C#, .Net, ASP.Net, Angular"
1217,QA Automation Engineer ( Selenium / C# ),R Systems International,https://www.naukri.com/r-systems-international-jobs-careers-987,Not disclosed,"Noida, Pune, Chennai",7-10 Yrs,Experience with API Automation Testing and integrating with RESTful APIs and SOAP Web S...,"QA, C#, Jenkins, performance testing, Gatling, GitLab CI, Test Reporting, CI/CD"
1218,PowerApps Developer,Infobeans,https://www.naukri.com/infobeans-jobs-careers-2145,Not disclosed,"Indore, Pune, Chennai",5-7 Yrs,"Hands-on experience with Power Apps, including canvas and Model-Driven appsProficient i...","PowerApps, R, Power BI, Power Automate, SharePoint, Power Query, MS Dynamics 365, Python"
1219,Java Automation with Cloud Professional,Infobeans,https://www.naukri.com/infobeans-jobs-careers-2145,Not disclosed,"Indore, Pune, Chennai",4-6 Yrs,Experience in both Manual and Automation Testing Hands-on experience with Java Experien...,"Java Automation, Java, Azure, Terraform, GCP, Software Testing Life Cycle, Cloud, Selenium"
1220,Dot Net Full Stack (ReactJS) Software Engineer II,Concentrix,https://www.naukri.com/concentrix-jobs-careers-8018,Not disclosed,"Mumbai, Hyderabad, Bengaluru",5-8 Yrs,"A commitment to collaborative problem solving, sophisticated design, and delivering qua...","Computer science, MS SQL, GIT, Architecture, Software Engineer II, Application development, Windows, MVC"
1221,Divvy Cloud / Insight Cloud Sec,Align Techne,https://www.naukri.com/align-techne-jobs-careers-123940905,Not disclosed,"Bangalore Rural, Bengaluru, Mumbai (All Areas)",3-8 Yrs,"Experience building and managing custom bots, filters, and remediation actions in Insig...","VPCs, GCP, Incident Management, Azure, ISO, Servicenow, JSON, CIS"
1222,.net React Developer,Hallmark Systems,https://www.naukri.com/hallmark-systems-jobs-careers-6907639,Not disclosed,"Chennai, Bengaluru, Mumbai (All Areas)",5-8 Yrs,Urgent opening with Leading IT Company We are looking for .Net React developer. Experie...,".Net Core, .Net, React.Js, Core, Development"
1223,Java Angular Developer,Hallmark Systems,https://www.naukri.com/hallmark-systems-jobs-careers-6907639,Not disclosed,"Chennai, Bengaluru, Mumbai (All Areas)",3-5 Yrs,Urgent opening with Leading IT Company We are looking for Java Angular developer. Exper...,"Java, Angular, Microservices, Development"
1224,Mern Full Stack Developer,Hallmark Systems,https://www.naukri.com/hallmark-systems-jobs-careers-6907639,Not disclosed,"Chennai, Bengaluru, Mumbai (All Areas)",6-11 Yrs,Urgent opening with Leading IT Company We are looking for MERN STACK developer. Experie...,"Mern, Node.Js, React.Js, Full Stack, Development, Stack"
1225,Mainframe Developer - Hyderabad,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",2-7 Yrs,Preferred candidate profile . Hands-on experience with mainframe programming and debugg...,"Mainframes, VSAM, JCL, Cobol, Development, Mainframe Production Support"
1226,CMS Architect - Sitecore / AEM / WordPress,HTC Global Services,https://www.naukri.com/htc-global-services-jobs-careers-526,Not disclosed,"Hyderabad, Chennai, Bengaluru",15-20 Yrs,HTC Global Services wants you. Come build new things with us and advance your career. ...,"Wordpress CMS, Sitecore CMS, Aem Sites, Architectural Design, Wcag, CMS, Wordpress, Architecture"
1227,Integration Specialist,HTC Global Services,https://www.naukri.com/htc-global-services-jobs-careers-526,Not disclosed,"Hyderabad, Chennai, Bengaluru",6-10 Yrs,"Experience: 6 - 10 Yrs of experience in Integration Design, Development, Support and Ba...","Ibm Api Connect, Ibm Data Power, Openshift, CP4I, Cloud Pak for Integration, Connect, Datapower, API"
1228,Golang with Python and AWS,CGI,https://www.naukri.com/cgi-jobs-careers-217,"50,000-2 Lacs PA","Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,Preferred candidate profile . Candidate should have excellent communication skills and ...,"Golang, AWS, Python"
1229,.netcore and Angular developer,CGI,https://www.naukri.com/cgi-jobs-careers-217,"50,000 PA","Hybrid - Hyderabad, Chennai, Bengaluru",3-6 Yrs,Role & responsibilities .netcore with Angular Preferred candidate profile 3 to 7 years ...,".netcore, angular, sql, .Net Core, Angular Development, Development"
1230,Salesforce Commerce Cloud Developer,Photon,https://www.naukri.com/photon-jobs-careers-6946,12-22 Lacs PA,"Hyderabad, Chennai, Bengaluru",6-10 Yrs,Role & responsibilities  Experience with unit testing frameworks (esp. Mocha + Stryker)...,"SFRC, SFCC, PWA Kit, composable Storefront, Frontend, salesforce Commerce Cloud, React.Js, Pwa"
1231,Azure Developer- Pune (Pan India Infosys),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,6-16 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",2-7 Yrs,Exciting Azure developer Job Opportunity at Infosys!We are looking for skilled Azure De...,"azure developer, Azure Data Factory, Azure Synapse, Azure Databricks, Microsoft Azure, Factory, Data, Pan"
1232,Python Software Developer- Pune (Pan India Infosys),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",2-7 Yrs,Exciting Python developer Job Opportunity at Infosys!We are looking for skilled Python ...,"Python, Django, Flask, Software development, Development, Software, Pan"
1233,Big Data Developer,CGI,https://www.naukri.com/cgi-jobs-careers-217,15-25 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",7-9 Yrs,Overall 6+ years of experience with software developmentExperience with Hadoop Ecosyste...,"Hive, SCALA, Hadoop, Spark, Big Data Administration, Data, Development, Big Data"
1234,Mainframe Developer - {PAN INDIA},Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",2-7 Yrs,Preferred candidate profile . .,"Mainframes, VSAM, JCL, Cobol, Mainframe Production Support, Pan, Development"
1235,Mainframe Developer -(PAN INDIA),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",2-7 Yrs,#Mainframe Developer Job Opportunity at Infosys! We are looking for skilled Mainframe D...,"Mainframes, JCL, Cobol, Mainframe Production Support, Pan, Development"
1236,Camera Test,Mirafra,https://www.naukri.com/mirafra-jobs-careers-253041,Not disclosed,"Hyderabad, Chennai, Bengaluru",2-4 Yrs,"Skills / Experience: . Good understanding of Camera Android Arch, Android tools like AD...","Python, functional testing, performance testing, software testing, regression testing, automation testing, android, manual testing"
1237,Java Developer,Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hyderabad, Chennai, Bengaluru",3-6 Yrs,"Experience with microservices architecture, including service discovery, load balancing...","Java, Hibernate, Spring Boot, Microservices, Spring, Boot, Java Development, Development"
1238,Mainframe Developer-(Hyderabad),Infosys,https://www.naukri.com/infosys-jobs-careers-11244,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",2-6 Yrs,Preferred candidate profile . .,"Mainframes, VSAM, JCL, Cobol, Development, Mainframe Production Support"
1239,Node Js Developer,Hashtag Global Solutions,https://www.naukri.com/hashtag-global-solutions-jobs-careers-5165336,12-22 Lacs PA,"Hybrid - Chennai, Bengaluru",No Experience Info,"Proficient in the usage of engineering support technologies such as Git, TeamCity, Stat...","Agile Methodology, python, Javascript, Node.Js, git, Linux, Teamcity, Workflow"
1240,Android Developer,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Chennai, Bengaluru",5-10 Yrs,Preferred candidate profile . Proven experience in Android app development for consumer...,"Banking Sector, UI/UX principles, Android frameworks, Restful Web Api Development, Android Studio Ide, Studio, UX, IDE"
1241,Data Engineer,R Systems International,https://www.naukri.com/r-systems-international-jobs-careers-987,14-24 Lacs PA,"Chennai, Bengaluru, Delhi / NCR",7-12 Yrs,"Roles and ResponsibilitiesDesign, develop, and maintain large-scale data pipelines usin...","Data Validation, Azure Data Warehouse, Power Bi, Data Analysis, SQL Server, User Acceptance Testing, Azure Data Lake, Manual Testing"
1242,DDI SME,Orange Business Services,https://www.naukri.com/orange-business-services-jobs-careers-278141,Not disclosed,"Hybrid - Gurugram, Chennai, Bengaluru",7-12 Yrs,"Job Responsibilities: Provides leadership, support, and guidance to support engineersM...","Ddi, Infoblox, Bluecoat, SME"
1243,Angular Developer + Core Java,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Hybrid - Chennai, Bengaluru",4-9 Yrs,Developer / AWS certification is a plus,"Core Java, CSS, Javascript, HTML, Angular, Spring Boot, Microservices, Core"
1244,Java Developer + Angular,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Hybrid - Chennai, Bengaluru",4-9 Yrs,"Experience with relational databases (AWS RDS, Oracle, Postgres) and NoSQL databases (D...","Core Java, HTML, JQuery, AWS, Angular, Spring Boot, Microservices, Core"
1245,Java Developer + AWS,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,"Hybrid - Chennai, Bengaluru",4-9 Yrs,You need to be proficient in Hands-on experience with Java and Cloud Services (Springbo...,"Core Java, Cloud Technologies, Spring Boot, AWS, Microservices, Spring, Cloud, Java"
1246,Sr.  JAVA  Developer - Chennai / Remote,Team Plus Staffing Solution,https://www.naukri.com/teamplus-staffing-solution-jobs-careers-3386548,10-20 Lacs PA,"Chennai(Tambaram), Bengaluru, Delhi / NCR",5-10 Yrs,"n core Java, Spring Framework Spring Boot, Spring MVC, Spring Security,","spring, Java, Spring MVC, Spring Boot, Spring Security, Java Development, SR, Security"
1247,Dot Net Developer || Incedo || 7+ YRS || Chennai & Bangalore,Incedo,https://www.naukri.com/incedo-jobs-careers-31046,15-25 Lacs PA,"Hybrid - Chennai, Bengaluru",7-10 Yrs,Shift timings : general morning shift. Notice : Immediate joiners-30 days notice,"C#, .Net Core, .Net, SQL, Dotnet Development, Web Api, ASP.Net, MVC"
1248,Full Stack Developer (React + Java),Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,Not disclosed,"Hybrid - Hyderabad, Chennai",6-10 Yrs,Role & responsibilities :  Java Full stack with React JSMust Have SkillsThree or more y...,"React.Js, Java Spring Boot, Spring Boot, Java Fullstack, Boot, Spring, Development, Bootstrap"
1249,Playwright - Automation Test Engineer,IonIdea,https://www.naukri.com/ionidea-jobs-careers-24533,Not disclosed,"Hybrid - Chennai, Bengaluru",4-9 Yrs,Must have Selenium Java / Playwright(JavaScript / Typescript) 4 / 57+ Years experience ...,"Java, Typescript, Javascript, Selenium, Playwright Automation, playwright, automation testing, Javas"
1250,Cypress Automation Testing,IonIdea,https://www.naukri.com/ionidea-jobs-careers-24533,Not disclosed,"Hybrid - Chennai, Bengaluru",4-9 Yrs,Automation testing - 4/5API Testing - 4/5Selenium + Python - 4/5Cypress + Javascript - ...,"selenium, Cypress, Javascript, Automation Testing, Python, Automation, Software testing"
1251,Performance Testing,CGI,https://www.naukri.com/cgi-jobs-careers-217,Not disclosed,Chennai,4-8 Yrs,4+ years of performance testing exp  Experience on product testing in Agile environm...,"Performance tuning, Stress testing, Business consulting, Load testing, CGI, Testing tools, Performance testing, Agile"
1252,Member of Technical Staff- Tech Ops,athenahealth,https://www.naukri.com/athenahealth-jobs-careers-54174,Not disclosed,Chennai,3-5 Yrs,Bachelor s degree in engineering (specialization in IT / CSE). 3-5 years of Hands-on ex...,"Automation, robot framework, MySQL, Machine learning, Healthcare, Technical Staff, Unit testing, Troubleshooting"
1253,Senior Windows Administrator,Equiniti India,https://www.naukri.com/equiniti-india-jobs-careers-73354,Not disclosed,Hybrid - Chennai,8-13 Yrs,Role Summary EQ is looking for a Senior Server Operations Engineer to help us deploy an...,"Hyper-V, Windows Cluster, Patching, Windows Troubleshooting, Azure, Microsoft 365, Cloud Management, Microsoft"
1254,Senior Test Engineer,Infobeans,https://www.naukri.com/infobeans-jobs-careers-2145,Not disclosed,Remote,6-11 Yrs,Your main tasks.Testing and test coordination of all aspects of the product/system lik...,"Jenkins, API Testing, Middleware Testing, Integration Testing, SQL, ISTQB, Tosca, JIRA"
1255,Oracle PL/SQL Developer,SDB Security Services,https://www.naukri.com/sdb-security-services-jobs-careers-2156034,Not disclosed,Chennai(Gopalapuram),3-5 Yrs,"Experience in developing and maintaining enterprise applications for payroll, finance, ...","Reports using PL/SQL., Oracle Forms 12c, Application Management, Analytical Skills, Problem Solving, Db Servers, maintaining enterprise applications for payroll, inventory"
1256,"Associate / Lead, Enovia PLM",KLA,https://www.naukri.com/kla-jobs-careers-232029,Not disclosed,Chennai,5-10 Yrs,7-8 years of working experience in developing and configuring solutions on Enov...,"PLM, Solid edge, Business analytics, CAD, Packaging, Video conferencing, Customer service, Oracle"
1257,Sr. MTS Software Engineer,Paypal,https://www.naukri.com/paypal-jobs-careers-218520,Not disclosed,Chennai,15-18 Yrs,Build robust systems from concept to completion.  Collaborate effectively with diverse...,"Product management, Computer science, Payment processing, Payment systems, Process improvement, Agile, Wellness, Agile methodology"
1258,Salesforce Developer & Lead,Photon,https://www.naukri.com/photon-jobs-careers-6946,10-17 Lacs PA,Chennai,5-10 Yrs,Required Skills and Qualifications:5+ years of hands-on experience in Salesforce develo...,"Salesforce Developer, Lwc, Aura, lightning Web Component, Apex, Salesforce Lightning, Lightning Salesforce, Web technologies"
1259,Member of Technical Staff - Tech Ops,athenahealth,https://www.naukri.com/athenahealth-jobs-careers-54174,Not disclosed,Chennai,3-6 Yrs,"Join us as we work to create a thriving ecosystem that delivers accessible, high-qua...","Network operations, MySQL, Healthcare, Incident management, US healthcare, Oracle, Continuous improvement, Operations"
1260,Azure Cloud Automation Engineer,HTC Global Services,https://www.naukri.com/htc-global-services-jobs-careers-526,Not disclosed,Chennai,12-17 Yrs,"Handle ITSM processes, preferably with Service Now and ADO Wiki We are looking for an A...","github, cloud security, Networking, Powershell, GCP, PAAS, Security services, Monitoring"
1261,Salesforce Developer,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,Chennai,3-5 Yrs,". Write and optimize Apex Classes, Triggers, Batch Jobs, and Future Methods . Salesforc...","Data migration, Version control, GIT, Sales, data security, Analytical, Account management, Middleware"
1262,Senior Software Engineer,Team Plus Staffing Solution,https://www.naukri.com/teamplus-staffing-solution-jobs-careers-3386548,7-16 Lacs PA,Hybrid - Chennai,4-9 Yrs,"Java development. Spring Framework, including Spring Boot, Spring MVC, Spring Data, and...","MySQL, Java Development, Spring, Oracle, Core Java Programming, Restfull Api, Spring Mvc, Spring Boot"
1263,Java Full Stack Developer | 4 To 6 Years | Chennai | Coronis Ajuba !!!,Coronis Ajuba Solutions,https://www.naukri.com/coronis-ajuba-solutions-jobs-careers-3634,Not disclosed,Hybrid - Chennai,4-6 Yrs,Role & responsibilities  4-6 yrs of IT in Java/J2EE who has hands on Strong experience ...,"Java, Hibernate, Java Spring Boot, J2Ee, Microservices, Spring, Bootstrap, Spring Boot"
1264,Hiring For React.js Lead,Photon,https://www.naukri.com/photon-jobs-careers-6946,Not disclosed,Chennai,10-19 Yrs,"Experience with state management libraries (e.g., Redux, MobX)Experience with RESTful A...","CSS, Redux, HTML, React.Js, Nextjs, Javascript, Hiring, Cs"
1265,Oracle EPM,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,Not disclosed,Bengaluru,0-5 Yrs,"Experience with EPM Automate, RESTful APIs and SQL for integrations and data manipulati...","oracle, epbcs, application design, oracle epm, reporting tools, rest, continuous integration, epm"
1266,Technical Lead - L1,Wipro,https://www.naukri.com/wipro-jobs-careers-1384,Not disclosed,Bengaluru,0-5 Yrs,"Wipro Limited (NYSEWIT, BSE507685, NSEWIPRO) is a leading technology services and consu...","c#, sql development, angular, react.js, .net core, software development, technical leadership, performance tuning"
1267,SDET-1,Simplilearn,https://www.naukri.com/simplilearn-jobs-careers-737939,3-4 Lacs PA,Bengaluru,0-2 Yrs,"From college students and early career professionals to managers, executives, small bus...","Javascript, Automation Testing, Manual Testing, Python, Testng, Ci/Cd, Selenium, SQL"
1268,SDE-1,Simplilearn,https://www.naukri.com/simplilearn-jobs-careers-737939,Not disclosed,Bengaluru,0-2 Yrs,"From college students and early career professionals to managers, executives, small bus...","Mern Stack, Mean Stack, OOPS, PHP, SQL, Node.Js, React.Js, Angular"
1269,Apprentice - B. Com/M. Com,AtkinsRéalis,https://www.naukri.com/atkinsr-alis-jobs-careers-25521,Not disclosed,Bengaluru,0-1 Yrs,Required Qualifications: . B Com / M Com Candidates are eligible provided they should N...,"Engineering services, Construction project management, Training, Payment collection, Project Accounting Analyst, Consulting, Credit risk analysis, MS Office"
1270,IT Help Desk- FNFI,Fidelity National Financial (FNF),https://www.naukri.com/fidelity-national-financial-fnf-jobs-careers-475017,Not disclosed,Bangalore/Bengaluru,0-2 Yrs,JOB Role: The role requires the candidate to manage and Providing technical assistance ...,"IT Helpdesk, IT Service Desk, Ticketing Tools, Service Desk, Service Desk Management, Helpdesk, Technical Helpdesk, Management"
1271,Service Trainee (Male),Zebronics,https://www.naukri.com/zebronics-jobs-careers-656375,Not disclosed,Chennai,0 Yrs,Male candidates preferredPreferred candidate profile . Any Graduate can applyCandidates...,"Electronics, Fresher Hiring, Repair, Servicing, Service Training, Training, Hiring"
